ocm_id,ocm_uuid,ocm_title,ocm_latitude,ocm_longitude,ocm_operator,ocm_usage_cost,ocm_number_of_points,ocm_address_line1,ocm_town,ocm_postcode,ocm_plug_types,ocm_connection_count,ocm_max_power_kw,ocm_date_last_verified
210768,EAC34815-5CBD-46FF-A5FA-EF9A17F610EC,Foodland Pasadena Shopping Centre,-34.99987618391288,138.59160301217617,(Unknown Operator),,14.0,20 Fiveash Dr,Pasadena,5042,CCS (Type 2); Type 2 (Socket Only),2,50.0,2022-12-21T06:10:00Z
210767,BE510FA5-B6D0-4EC1-984C-3B2D81C1580A,Payneham Community Centre,-34.895659138641385,138.641422,Jolt,Payment Required Free 7kW every 24 hrs - pay $0.44 per kWh after 7kW. Need the JOLT app,1.0,366 Payneham Road,,5070,CCS (Type 2); CHAdeMO,2,75.0,2022-12-17T23:43:00Z
210766,52628A31-EF32-487C-B882-59A40D95CC5F,JOLT Portrush Road Reserve,-34.8971769233329,138.63857263884665,Jolt,Payment Required Free 7kW every 24 hrs - pay $0.44 per kWh after 7kW. Need the JOLT app,1.0,326a Payneham Rd,Marden,5070,CCS (Type 2); CHAdeMO,2,25.0,2022-12-17T23:36:00Z
210765,8805A975-7D71-4830-80EB-BA0351DE8842,Dunstone Grove,-34.91105195616476,138.62884136182117,Jolt,Payment Required Free 7kW every 24 hrs - pay $0.42 per kWh after 7kW. Need the JOLT app,1.0,62 Nelson St,Stepney,5069,CCS (Type 2); CHAdeMO,2,25.0,2022-12-17T23:31:00Z
210764,D0A5F925-5F91-409D-9B6F-8EC7838F4BE1,Osmond Terrace (Magill Rd Reserve) Parking,-34.91597917955596,138.63150307251476,Jolt,Payment Required Free 7kW every 24 hrs - pay $0.42 per kWh after 7kW. Need the JOLT app,1.0,7 Osmond Terrace,Norwood,5067,CCS (Type 2); CHAdeMO,2,25.0,2022-12-17T23:28:00Z
210763,45A71D68-15CE-4C24-8111-EA8EF8BBC782,Webbe St Carpark,-34.92007383358501,138.63562438235135,Evie,50c per kWh energy consumed,2.0,56B Edward St,Norwood,5067,CCS (Type 2); CHAdeMO,4,50.0,2023-07-12T23:02:00Z
210762,4D80A92E-4959-4D32-91F8-9553FD4C77C5,Foodland Felixstow,-34.890016663252645,138.65439370244155,Jolt,,1.0,471 Payneham Rd, Felixstow,5070,CCS (Type 2); CHAdeMO,2,50.0,2022-12-25T06:59:00Z
210760,0A54647D-FAF2-4C49-A209-100852BA10A8,Payneham Road,-34.88922847586827,138.65557887274917,Evie,50c per kWh energy consumed.,2.0,487 Lower North East Rd,Felixstow,5070,CCS (Type 2); CHAdeMO,4,50.0,2023-07-12T22:43:00Z
210757,BB2825B9-B4FB-438B-B8B6-F7715119DF81,"EVIE, Madden Street North",-36.37766579345555,141.23821384253006,Evie,"0.45/kWh + While parked, not charging: 4.00/hr after 60 mins",1.0,Madden Street North,Kaniva,3419,CCS (Type 2); CHAdeMO,2,50.0,2023-07-10T02:38:00Z
210755,13A663B6-2B65-42E3-9A28-CCFCB42871A3,Paralowie Village Shopping Centre,-34.759095035307816,138.59552632382326,Evie,65c per kWh energy consumed.,2.0,9 Liberator Drive,Paralowie,5108,CCS (Type 2); CHAdeMO,2,350.0,2023-07-12T22:48:00Z
210361,D75AB117-6139-42AA-8D10-8C6512B96C35,Bembit Bagrook Community Centre,-37.82495081827982,144.6818834275545,Chargefox,Free,1.0,61 Polly Parade,Tarneit,3029,CCS (Type 2); CHAdeMO,2,50.0,2022-12-22T22:58:00Z
210299,D78F3340-EBDE-468B-8757-7989632A5591,"McGrath Ev, Kia",-35.34916691861491,149.0851370518916,(Unknown Operator),$0.69/kWh,2.0,174 Melrose Drive,Phillip,2606,CCS (Type 2),1,110.0,2022-12-12T20:46:00Z
210173,D6AD1E55-D63B-460B-AF19-C031A96ED115,Electric Highway - Winton,-22.38702912605558,143.03147244666752,Queensland Electric Super Highway,$0.30/kWh,1.0,Vindex Street,Winton,4735,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,75.0,2023-07-17T11:17:00Z
210163,A1DC8E76-DF03-4673-8BDD-20266B4BD84C,Shire of Denmark,-34.959490421958655,117.3662113269055,(Business Owner at Location),,2.0,953 South Coast Highway,Denmark,6333,Type 2 (Tethered Connector) ; Type I (AS 3112),2,7.2,2022-12-10T00:38:00Z
210162,1560F96D-9BC2-40CD-8391-52D9D6E8D5AD,Denmark,-34.95943239021671,117.36526190064683,(Business Owner at Location),0,1.0,953 South Coast Highway,Denmark,6333,Type I (AS 3112),1,3.0,2022-12-01T09:23:00Z
210161,673D6F73-E07F-4916-BF2F-64AB4BDB1CC7,Manjimup (WA EV Network),-34.241007903844505,116.14730165820424,Chargefox,DC - $0.60 per kWh (at all times) AC - $0.35 per kWh (at all times),4.0,Johnson Crescent,Manjimup,6258,CCS (Type 2); Type 2 (Socket Only),2,150.0,2025-12-14T07:03:00Z
210160,BE9644AE-63A9-4E3F-8CA6-89C62DF4CAA5,Walpole (WA EV Network),-34.975686344871654,116.73200117323995,EV Highway (Horizon Power),,2.0,South Western Highway,Walpole,6398,CCS (Type 2),1,150.0,2023-07-28T02:50:00Z
210015,21D0B81F-49EE-418D-AA02-58B74A58E150,King Street,-20.704760286341156,140.50816104083208,Queensland Electric Super Highway,$0.30/kWh,1.0,King Street,Cloncurry,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,75.0,2022-11-21T09:42:00Z
210014,F0C47BEC-B624-41D4-A545-D73DBB110A96,Emu Street,-23.441757141064727,144.2476667046176,Queensland Electric Super Highway,$0.30/kWh,1.0,Emu Street,Longreach,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,75.0,2023-07-17T10:30:00Z
210013,48DBDD6C-43E7-4B93-8AA8-A87482786DF4,Electric Highway - Hughenden,-20.84258159434239,144.1999692028039,Queensland Electric Super Highway,$0.30/kWh,1.0,Brodie Street,Hughenden,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,75.0,2023-07-17T11:18:00Z
210012,DC33C34F-0DCC-4D55-9774-5535663BAE68,Electric Highway - Charters Towers,-20.065747289824046,146.26143583766293,Queensland Electric Super Highway,$0.30/kWh,1.0,Gordon Street,Richmond Hill,4820,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,75.0,2023-07-17T11:23:00Z
209951,4C99002C-A63F-4731-AB7E-147653823DE9,Butler McDonalds,-31.638378110627542,115.6942988669141,Chargefox,$0.60 per kWh,1.0,2 Altrincham Grove,Butler,6036,CCS (Type 2); CHAdeMO,2,124.0,2024-07-17T15:39:00Z
209950,2EC96913-FA6A-4583-90E7-C0B4A811ED80,Batemans Bay Regional Arts Aquatic & Leisure Centre [NRMA],-35.70905218176475,150.17306021349532,NRMA,FREE,2.0,12 Vesper Street,Batemans Bay,2536,CCS (Type 2); CHAdeMO,2,75.0,2022-11-16T10:13:00Z
209732,58D93AEC-65CB-421C-B36A-C9BC2B7ACCC7,Equinox 4 Public Parking Garage,-35.3207206891817,149.0970239200201,(Unknown Operator),pay parking,1.0,70 Kent Street,Deakin,2600,Type I (AS 3112),1,1.5,2022-11-02T10:20:00Z
207833,E9C6C36D-36AE-4EF5-8305-C3C9E21D7FF7,Vibe Hotel,-35.309243894976746,149.1877257460651,Evie,$0.50/kWh Parking is $10.40 per night for Vibe Hotel guests,2.0,1 Rogan St,Canberra,2609,CCS (Type 2); Type I (AS 3112),2,50.0,2026-07-12T04:52:00Z
204438,C782CA10-F188-48B5-8722-AD5D31BDDAAD,Albany (WA EV Network),-35.02817640967042,117.88077174091336,WA EV Network (AU),DC Charging $0.60 per kWh at all times.,2.0,Residency Road,Albany City,6330,CCS (Type 2),2,150.0,2023-06-29T11:34:00Z
204367,20580A60-B56F-4495-8788-42DF690B4826,Albany Tesla Supercharger,-35.02798743189805,117.88063967238838,Tesla (Tesla-only charging),69c / KwH,6.0,267 Stirling Terrace,Albany,6330,CCS (Type 2),1,250.0,2024-03-22T08:57:00Z
204317,0D5712F0-DA7B-49C8-8459-E61224F6E747,ECQ XL,-33.78758418286377,150.854268328623,(Unknown Operator),Free,4.0,Easter Creek Quarter XL,Eastern Creek ,2766,Type 2 (Socket Only),1,11.0,2022-09-27T09:00:00Z
203222,40E2F0ED-2981-4061-A42B-36376527DD12,East Fremantle Town Hall,-32.04133321797954,115.76269085240256,(Unknown Operator),$0.00,2.0,135 Canning Highway,East Fremantle,,Type 2 (Socket Only),1,22.0,2022-09-18T07:13:00Z
202149,AE37B485-6EA2-41DF-AB5D-72E8E5D03CA4,Foodworks Baranduda,-36.17927,146.947538,GET Electric (AU),$0.23/kWh,4.0,34 Verbena Street,Baranduda,3691,Type 2 (Tethered Connector) ,1,11.0,2022-09-13T09:21:00Z
202148,7AD93DC6-2550-4FBB-9154-0D5950CA50C1,St Huberts Winery,-37.69718697137555,145.40782508992731,(Unknown Operator),$0.31/kWh,6.0,1/3 St Huberts Road,Coldstream,3770,Type 2 (Socket Only),1,11.0,2022-09-07T12:25:00Z
202147,2E38CA82-D3FE-4116-8DF8-FDB5780967D4,Lorbek Luxury Cars,-37.821362270898675,144.95148061129817,GET Electric (AU),$0.31/kWh,8.0,30 Prohasky Street,Port Melbourne,3207,Type 2 (Tethered Connector) ,1,11.0,2022-09-13T09:18:00Z
202146,136AF41E-DAB3-4BA7-8AED-8F3459E66521,GET Electric Head Office,-37.83334808033666,144.92004965602666,GET Electric (AU),$0.24/kWh,6.0,327 Plummer Street,Port Melbourne,3207,Type 2 (Socket Only),1,11.0,2022-09-13T09:19:00Z
202119,66A9CDE2-5BB7-43CA-8642-84B4D25E9A6D,James Street,-33.860051334649285,121.8935609361323,(Unknown Operator),,1.0,James Street,Esperance,,IEC 60309 5-pin,1,22.0,2022-09-07T08:18:00Z
202118,0E82EC10-0B43-4500-81AC-11CFA4AF6DCC,Comfort Inn (2),-33.85818474495122,121.89569874021731,Tesla (Tesla-only charging),See reception for details,1.0,The Esplanade,Esperance,,Type 2 (Tethered Connector) ,1,22.0,2022-09-07T08:16:00Z
202117,9B882F0C-D651-4F12-8618-AD615E93C190,Comfort Inn (1),-33.85897265526918,121.89565269882087,Tesla (Tesla-only charging),See reception for details,1.0,The Esplanade,Esperance,,Type 2 (Tethered Connector) ,1,22.0,2022-09-07T08:15:00Z
202113,D518B89F-0DB2-4CB3-B92C-0C0399E714F4,Mandurah Tesla Supercharger,-32.55756151687578,115.78712758765778,Tesla (Tesla-only charging),$0.68 per kWh,3.0,Pinjarra Road,Mandurah,,CCS (Type 2),1,250.0,2023-06-21T14:28:00Z
202106,BC7F9C06-DA74-4974-896A-54B78B47E04C,Kojonup (WA EV Network),-33.837605443751286,117.15774179333812,EV Highway (Horizon Power),"$0.60 per kWh DC, $0.35 per kWh AC",3.0,143 Albany Highway,Kojonup,6395,CCS (Type 2); Type 2 (Socket Only),2,150.0,2024-03-28T12:20:00Z
202105,26869A9F-5CB9-40AA-9E5B-9E363F6D4771,Norseman (WA EV Network),-32.19598191392299,121.78059471864492,EV Highway (Horizon Power),"$0.60 per kWh fast DC, $0.35 per kWh slow AC.",2.0,Norseman Rest Area,Norseman,6443,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-12-06T11:45:00Z
202104,BFB37970-50FD-4A98-8973-33DE660E848C,Coolgardie (WA EV Network),-30.9542773451427,121.16115158011917,EV Highway (Horizon Power),$0.35-$0.60c/kWh,3.0,90 Bayley Street,Coolgardie,6429,CCS (Type 2); Type 2 (Socket Only),2,150.0,2024-06-14T12:05:00Z
202103,37C6C9A0-D8C1-4CCE-8EDB-C6CBC581C455,Northam (WA EV Network),-31.652188287787432,116.67192230862833,EV Highway (Horizon Power),"$0.60 per kWh for fast DC charger, $0.35 per kWh for slow AC charger.",2.0,Grey Street,Northam,6401,CCS (Type 2); Type 2 (Socket Only),2,150.0,2024-10-23T09:40:00Z
202101,7E693766-0179-461F-818F-5B3E18CF2A85,Halls Creek (WA EV Network),-18.224880864839363,127.66769723564244,EV Highway (Horizon Power),"$0.60 per kWh high power DC, $0.35 per kWh low power AC.",2.0,Hall Street,Halls Creek,,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-10-19T16:37:00Z
202099,387AA0AE-9016-489E-BE69-3B7CB37A641C,Fitzroy Crossing (WA EV Network),-18.17857664420802,125.5681911723807,EV Highway (Horizon Power),,2.0,Lot 302 Forrest Road,Fitzroy Crossing,,CCS (Type 2),1,150.0,2024-09-10T09:48:00Z
202098,786D802E-445D-4D95-A364-CFBF9B8CEB11,Derby (WA EV Network),-17.305233762820208,123.6307580058915,EV Highway (Horizon Power),,2.0,55 Clarendon Street,Derby,6728,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-12-15T06:34:00Z
202097,ED3038AB-BCFB-481E-94FC-3929D0F96A0D,Northampton (WA EV Network),-28.351800700760847,114.63081886035513,EV Highway (Horizon Power),DC Charging - $0.60 per kWh at all times,2.0,Stephen Street,Northampton,,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-09-16T04:56:00Z
202096,B9B10C72-3CFD-4396-9EA0-50FDA1712B08,Kalbarri (WA EV Network),-27.709188634154067,114.16688703445095,EV Highway (Horizon Power),"$0.60 per Kwh for DC, $0.35 per Kwh for AC",3.0,Grey Street,Kalbarri,6536,CCS (Type 2); Type 2 (Socket Only),2,150.0,2024-06-12T21:39:00Z
202092,FA3A542C-7147-4E51-A9C7-A692C6E60EBC,Jurien Bay (WA EV Network),-30.303031445596318,115.04164759294963,Chargefox,"$0.60 per kWh for fast DC charging, $0.35 per kWh for slow AC charging.",3.0,Murray Street,Jurien Bay,6516,CCS (Type 2); Type 2 (Socket Only),2,150.0,2025-12-25T14:16:00Z
202090,0209E8D1-17C1-43AC-95A2-E611C4773EC2,Lancelin (WA EV Network),-31.020608259818943,115.33250387085991,Chargefox,,3.0,Rock Way,Lancelin,6044,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-08-20T13:26:00Z
202089,F152DBA1-C9A7-47C1-A2E1-63CE9FF01FB4,Esperance (WA EV Network),-33.859972746355844,121.89351465054966,EV Highway (Horizon Power),,4.0,Lot 309 James Street,Esperance,6450,CCS (Type 2),2,150.0,2023-10-27T08:07:00Z
202088,8DEAE555-A4B1-455E-87E6-E708530F7ED0,Geraldton (WA EV Network),-28.776305200123794,114.60373018998598,EV Highway (Horizon Power),DC Charging $0.60 per kWh at all times. ,2.0,284 Marine Terrace,Geraldton,,CCS (Type 2),2,150.0,2023-06-11T23:40:00Z
202087,F69E18B3-5CEA-49B2-91FB-22A1F6272343,Southern Cross (WA EV Network),-31.23361756851189,119.3286940112805,EV Highway (Horizon Power),"Fast DC charging $0.60 per kWh, slow AC charging $0.35 per kWh (at all times).",2.0,1 Altair Street,Southern Cross,6426,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-10-24T22:24:00Z
201719,6C176FDF-317F-489A-B5C0-0E8004EDA0DC,Genr8,-41.23530922492269,146.40838662467104,(Business Owner at Location),Free,1.0,52c Gilbert Street,Latrobe ,7307,Type 2 (Socket Only),1,22.0,2022-09-04T12:20:00Z
201491,3670DF66-E098-4236-98B1-E7B2DA6532A7,Alexander Motel,-33.034535660079776,137.56252926357524,(Unknown Operator),$25 if not booking a room,1.0,99 Playford Avenue,Whyalla,5600,Type 2 (Socket Only),1,22.0,2022-12-23T21:40:00Z
201490,55E36941-28F7-49F1-B228-9940AC24CC95,Poochera Hotel,-32.71933272913009,134.8371008807062,(Unknown Operator),Variable,1.0,6-8 Barnes Street,Poochera,5655,Three Phase 5-Pin (AS/NZ 3123); Type I (AS 3112),2,22.0,2022-09-02T08:35:00Z
201489,1744468D-26B8-45B7-BA01-F5D466FC283E,Hein Engineering and Auto Repairs,-32.800432285415354,134.22070659032465,(Unknown Operator),,1.0,10 Redding Road,Streaky Bay,5680,Three Phase 5-Pin (AS/NZ 3123),1,22.0,2022-09-02T08:30:00Z
201488,58A3494A-CBF0-453C-B6E1-8FA55D9B1C53,Ceduna East West Motel,-32.1229317030085,133.68472803849068,(Unknown Operator),"$25.00 per fill, $12.50 if staying overnight.",2.0,66-76 McKenzie Street,Cedune,5690,Type 2 (Tethered Connector) ,1,22.0,2022-12-22T21:51:00Z
201487,78EC96EF-4593-4D6F-8472-AA653C9A76DC,Penong Caravan Park,-31.924999368627006,133.01048351419365,(Unknown Operator),$0.60 per kWh plus $10 service fee if not overnighting.,1.0,4 Stiggants Rd,Penong,5690,Three Phase 5-Pin (AS/NZ 3123); Type I (AS 3112),2,2.4,2023-11-30T09:55:00Z
195290,F74B7CF2-53E2-4AF9-901F-44996198B341,Coles Rochedale,-27.577966461570426,153.11287183851232,Chargefox,Recently changed from free to AU$0.40 / kWh,2.0,329 Gardner Road,Rochedale,4123,Type 2 (Socket Only),1,7.0,2023-07-13T09:38:00Z
194567,29BD2F17-AC1F-49D3-8FFC-5BD26EF412D5,Karrinyup Shopping Mall,-31.876481125533687,115.77953901268904,(Unknown Operator),,2.0,Francis Ave,Stirling,6018,Type 2 (Tethered Connector) ,1,22.0,2022-08-05T19:24:00Z
194566,CF3EE786-2158-4171-BB81-6E4BFAF2A101,Karrinup Shopping Mall,-31.876137033718443,115.7797782854434,Evie,$0.40,2.0,Francis Street,Stirling,6018,CCS (Type 2); CHAdeMO,4,50.0,2022-08-06T09:24:00Z
194383,8C600A6B-897B-44F4-A481-F0A57062F69C,Mineral Resources Park,-31.973892958483617,115.90811556642495,Chargefox,$0.50 per kWh,2.0,42 Bishopsgate Street,Lathlain,6100,CCS (Type 2); Type 2 (Socket Only),2,75.0,2023-06-21T07:39:00Z
194076,32554AF4-FBA5-4542-89ED-1EAFD07647AD,Sodexo,-31.863212794659802,115.8219952419322,Chargefox,"$0.00 from 10:00 to 14:00, $0.20 all other times. ",1.0,Balcatta Road,Stirling,6021,Type 2 (Socket Only),1,22.0,2023-07-13T09:45:00Z
193937,CC4BDFA8-451E-4E61-8588-FCDC607F31BE,Sportsground No.2 [Chargefox],-32.93024368595305,151.76074272098833,Chargefox,Free,5.0,Smith Street,Newcastle,2300,CCS (Type 2); Type 2 (Socket Only),3,60.0,2023-07-29T09:40:00Z
193904,0620E97E-0D49-43E2-BAA5-7C0E24BB99CD,University of Newcastle P4 [Chargefox],-32.891834966143726,151.70194995124893,Chargefox,Free,4.0,Ring Road,Callaghan,2308,Type 2 (Socket Only),4,22.0,2022-07-06T18:32:00Z
193903,3B8236A7-487F-4085-B206-18E27E41B8ED,University of Newcastle P6 [Chargefox],-32.89552323686248,151.7041509780654,Chargefox,Free,4.0,Ring Road,Callaghan,2308,Type 2 (Socket Only),4,22.0,2022-07-06T18:32:00Z
193787,C1CB815E-8347-4905-AE01-AED0CC2A454C,Mundaring Mall,-31.901205462212232,116.16524447173379,Chargebay (AU),,2.0,Hartung Lane,Mundaring,6073,Type 2 (Socket Only),1,7.0,2024-09-09T07:08:00Z
193706,89C0C0DB-C269-4FEF-8CE0-DAA1E3F955C4,Pimpama Sports Hub [Chargefox],-27.82474804589667,153.29197672212968,Chargefox,$0.30/kWh,6.0,139 Rifle Range Rd,Pimpama,4209,CCS (Type 2); CHAdeMO,6,75.0,2023-07-17T13:17:00Z
193630,8654321C-181C-4047-91F4-D78DAC2B8C90,Beaufort Street Center,-31.935506742564613,115.87076797296731,Evie,,2.0,Chelmsford Road,Perth,6050,CCS (Type 2); CHAdeMO,4,50.0,2024-01-25T13:37:00Z
193390,DCD11F3A-401B-429F-BA9E-34D9301115ED,Springfield QESH,-27.68211786380263,152.8997425219154,Queensland Electric Super Highway,$0.30 per kWh,1.0,4 David Henry Way,Springfield Central,4300,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,50.0,2023-07-17T13:20:00Z
193389,215FC02E-850E-42DF-B150-7983B4C5665A,QESH Lawes (Gatton),-27.551262926011873,152.33494320232535,Queensland Electric Super Highway,$0.30 per kWh,1.0,Carpark of UQ Vetinary Hospital,Lawes,4343,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,50.0,2023-07-29T09:49:00Z
193388,180C8BE9-D49C-4DE3-A33A-261D0895DC94,Charlton QESH,-27.520004970190683,151.84936614835385,Queensland Electric Super Highway, $0.30 per kWh,1.0,Travel Centre ,Charlton,4350,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,50.0,2023-07-17T13:48:00Z
193377,8D0B6D19-4FA3-496F-8566-EB77F00F391A,Bayside Council,-37.95937215569076,145.01794753966965,Chargefox,0.30c/kWh,1.0,76 Royal Ave,Sandringham,3191,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),7,75.0,2023-07-05T13:15:00Z
193048,967BE99D-8A8C-4D93-AD3A-B7E2B97A7E31,Marrickville Metro,-33.90782667980605,151.17114538375472,Evie,,2.0,Smidmore Street,Sydney,2044,CCS (Type 2); CHAdeMO,4,50.0,2023-07-16T13:40:00Z
192943,E770830D-79CA-4BB7-84EA-01C5D3530ED7,The Esplanade Hotel,-32.0575550674627,115.74617563567773,,Free,2.0,The Esplanade Hotel,Fremantle,6162,Type 2 (Tethered Connector) ,1,22.0,2023-07-13T22:25:00Z
192930,3858D170-2BE3-4182-9D88-A734F5CAA4EA,RAC Monkey Mia Dolphin Resort,-25.79404118331594,113.7174661005642,Chargefox,$0.45 per kWh,2.0,1 Monkey Mia Rd,Monkey Mia,,Type 2 (Socket Only),2,22.0,2022-05-05T06:56:00Z
192929,61C80ECC-1D9D-42AB-81F1-B1B77B6FC19B,Mona Vale library carpark [JOLT],-33.67610252225354,151.3038961163004,Jolt,"First 7kWh free, then $0.46 per kWh thereafter. $5/hr idle time",1.0,1 Park St,Mona Vale,2103,CCS (Type 2); CHAdeMO,2,25.0,2023-02-11T08:43:00Z
192769,6B7D9308-752C-4CE3-A4CD-E25482D5D0BE,Ampol Belmont,-31.937804124448533,115.93314661815691,Ampol AmpCharge,$0.60 per kWh,2.0,303 Great Eastern Highway,Belmont,6104,CCS (Type 2); CHAdeMO,2,180.0,2023-06-21T07:29:00Z
192687,69A950C2-3CA0-4341-8645-8E495D0059D5,Stanley St Peakhurst NSW,-33.961219,151.065897,Jolt,0.40,2.0,17-25 Stanley St, Peakhurst ,2210,CCS (Type 2); CHAdeMO,2,25.0,2023-06-06T12:14:00Z
192376,E6BE55E8-C64E-4B90-9B7E-98E8E3A4424C,Milton's Kimba,-33.13983180286926,136.41923144109342,(Business Owner at Location),,1.0,27 High Street,Kimba,5641,Three Phase 5-Pin (AS/NZ 3123),1,7.0,2023-11-30T09:55:00Z
191986,1B378275-0B90-482E-8C68-5D9D82A96257,Fremantle City Destination Charger,-32.05874355340625,115.74682186589132,(Unknown Operator),,4.0,Marine Terrace,Fremantle,6160,Type 2 (Socket Only); Unknown,3,22.0,2024-12-13T12:34:00Z
191959,001FE307-BBD1-4E84-AAD3-E11B6C88C5E4,NRMA Coonabarabran,-31.27869905611398,149.27917607446443,NRMA,FREE,1.0,Newell Highway,Coonabarabran,,CCS (Type 2); CHAdeMO,2,50.0,2022-03-10T22:20:00Z
191958,89B9AAC0-6EF5-4984-80BE-95FA071A8B29,NRMA Young,-34.31187081704267,148.29509758416702,NRMA,$0.64/kWh,2.0,88 Lovell Street,Young,,CCS (Type 2),1,50.0,2026-07-15T02:03:00Z
191957,F1A13DFD-44B0-4236-BF50-5962494993D0,NRMA Mudgee,-32.59363440480615,149.58620557294023,NRMA,60c / 54c for NRMA Members,1.0,Perry Street,Mudgee,2850,CCS (Type 2); CHAdeMO,2,50.0,2024-06-14T12:05:00Z
191956,8B586BC0-F48F-4AC2-BE03-DD7C574F3948,NRMA Parkes,-33.13740733634146,148.1726837200183,NRMA,FREE,1.0,Bogan Street,Parkes,2870,CCS (Type 2); CHAdeMO,2,50.0,2022-03-10T22:21:00Z
191955,19D2A3C7-582A-49EE-8625-41010BBF9871,NRMA Dubbo,-32.24930688696245,148.60934084946052,NRMA,FREE,1.0,Wingewarra Street,Dubbo,,CCS (Type 2); CHAdeMO,2,50.0,2022-03-10T22:21:00Z
191954,558CA1EA-DA2F-4BA7-A10A-203F06C85FB5,Orange Civic Theatre,-33.28140950021562,149.10278676941653,NRMA,FREE,1.0,Orange Civic Theatre,Orange,2800,CCS (Type 2); CHAdeMO,2,50.0,2022-03-10T22:21:00Z
191953,927BF22D-0EBB-4227-A7FA-A6B2910C92C9,Bathurst Visitor Information Centre,-33.41885926313673,149.58885077913237,NRMA,60c / 54c for NRMA Members,1.0,1 Kendall Avenue,Bathurst,,CCS (Type 2); CHAdeMO,2,50.0,2024-06-14T12:05:00Z
191937,1B0D38F9-F889-470A-AB1F-15FD2BE8DC87,Elizabeth City Centre,-34.71700199965215,138.67008809690134,(Unknown Operator),Free,2.0,50 Elizabeth Way,Elizabeth,5112,Type 2 (Socket Only),1,11.0,2022-12-18T02:23:00Z
191911,62FB6037-9368-440C-AED5-63BB1296A3FD,Largs Bay Kiosk  ,-34.82513183698616,138.48644726116333,Chargefox,$0.25 per kWh,2.0,1 Esplanade,Largs Bay SA,5016,Type 2 (Socket Only),1,11.0,2023-07-13T09:50:00Z
191910,DBE82DF0-0206-44E6-BAAD-6B540BFE4B8C,"JOLT Charge Charging Station, Port Rd & Webber St",-34.85632286641643,138.5108515299687,(Unknown Operator),"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2.0,Port Rd & Webber St,Queenstown,5014,CCS (Type 2); CHAdeMO,2,25.0,2022-03-07T00:53:00Z
191909,7505C2AF-F2EF-48CD-A520-3832355F8EE1,"JOLT Charge Charging Station, Port Rd & Cross St",-34.85975657562122,138.51286930207573,(Unknown Operator),"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2.0,Port Rd & Cross St,Queenstown,5014,CCS (Type 2); CHAdeMO,2,25.0,2022-03-06T12:40:00Z
191908,AB18F047-9F00-4046-8280-9348042E8A47,"JOLT Charge Charging Station, Port Rd & Sussex St Parking",-34.86088589620734,138.51357488992744,(Unknown Operator),"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2.0,Port Rd & Sussex St,Queenstown,5014,CCS (Type 2); CHAdeMO,2,25.0,2022-03-06T12:40:00Z
191907,7C147BE4-1F0D-4B8A-B3F6-62738CD082C6,"JOLT Charge Charging Station, Port Rd and Oval Ave Parking Lot",-34.88273635973035,138.5382560926223,(Unknown Operator),"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2.0,809-811 Port Rd,Woodville South ,5011,CCS (Type 2); CHAdeMO,2,25.0,2022-03-06T12:40:00Z
191906,E75F4AE6-4240-4CAC-8F0C-38DE4FF7864D,"JOLT Charge Charging Station, Port Road and South Road",-34.90257639905725,138.56808664880919,Jolt,"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2.0,Port Road and South Road,West Hindmarsh,5007,CCS (Type 2); CHAdeMO,2,25.0,2022-12-17T23:10:00Z
191905,CF917E6B-DA99-4428-96EC-1A7BEDA39D8B,JOLT Charge Charging Station Port Road & Mary St,-34.906046821499956,138.57331633553872,(Unknown Operator),"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2.0,Port Road & Mary St,Hindmarsh,5007,CCS (Type 2); CHAdeMO,2,25.0,2022-12-17T23:10:00Z
191904,1000FB47-7A3D-4E5C-869B-62E04A9FB33A,JOLT Charge Charging Station,-34.993301100409724,138.55605097847615,(Unknown Operator),Free 7kWh every 24 hrs - pay $0.42 per kWh after 7kWh. Need the Jolt app.,1.0,672 Marion Rd,,5043,CCS (Type 2); CHAdeMO,2,25.0,2022-04-11T07:02:00Z
